,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried
2283,1,39.0,1,8.0,2,3.0,4,3.0,1.0,0,3,1,0.0,4,27169.0,0,0,1,0,1,1,0,0
2284,0,40.0,1,20.0,2,4.0,5,3.0,2.0,0,3,1,1.0,5,34626.0,1,0,0,1,1,0,1,0
2285,0,21.0,1,6.0,3,4.0,1,4.0,2.0,1,5,1,1.0,1,17070.0,1,1,0,0,0,0,1,0
2286,0,39.0,1,15.0,3,3.0,3,4.0,1.0,0,1,1,0.0,2,21782.0,0,0,1,0,1,0,0,1
2287,0,36.0,1,24.0,3,3.0,3,3.0,3.0,0,3,0,1.0,2,22779.0,0,0,1,0,1,0,0,1
2288,0,31.0,3,26.0,3,1.0,1,3.0,1.0,0,5,1,0.0,1,17791.0,0,0,1,0,1,1,0,0
2289,0,28.0,1,8.0,3,4.0,1,4.0,1.0,0,1,0,2.0,1,18201.0,1,0,1,0,1,1,0,0
2290,0,35.0,3,17.0,2,4.0,3,3.0,2.0,0,5,1,1.0,2,19968.0,0,0,0,1,1,1,0,0
2291,0,49.0,3,14.0,2,4.0,4,4.0,7.0,0,4,1,1.0,4,28120.0,1,1,0,0,1,1,0,0
2292,0,36.0,1,8.0,3,3.0,3,3.0,3.0,0,4,1,1.0,2,22347.0,0,0,1,0,1,0,1,0
2293,0,29.0,1,16.0,3,3.0,1,4.0,1.0,0,5,0,0.0,1,18291.0,0,0,1,0,0,1,0,0
2294,0,42.0,1,13.0,2,5.0,3,3.0,5.0,0,3,1,1.0,2,22347.0,1,0,0,1,1,0,1,0
2295,0,29.0,1,14.0,3,4.0,3,3.0,2.0,1,3,1,1.0,2,20056.0,1,0,0,1,1,1,0,0
2296,0,38.0,2,6.0,2,1.0,1,3.0,2.0,0,4,1,0.0,1,17844.0,1,0,1,0,1,1,0,0
2297,0,28.0,1,12.0,2,4.0,1,3.0,2.0,1,4,1,1.0,1,17703.0,0,0,1,0,1,1,0,0
2298,1,18.0,1,14.0,3,3.0,1,3.0,2.0,0,5,1,0.0,1,16904.0,0,0,0,1,1,0,1,0
2299,1,33.0,3,15.0,3,3.0,3,5.0,1.0,1,3,0,0.0,2,23224.0,1,0,0,1,0,0,0,1
2300,0,41.0,1,13.0,2,3.0,1,3.0,4.0,1,3,1,0.0,1,19766.0,1,0,1,0,1,1,0,0
2301,1,31.0,1,21.0,3,3.0,1,3.0,2.0,0,4,1,0.0,1,17610.0,0,0,0,1,1,1,0,0
2302,0,37.0,1,31.0,2,4.0,3,3.0,1.0,0,3,1,0.0,2,20731.0,1,0,0,1,0,1,0,0
2303,0,27.0,1,12.0,2,4.0,1,3.0,2.0,0,1,1,1.0,1,17539.0,1,0,1,0,1,1,0,0
2304,0,34.0,3,15.0,3,3.0,3,3.0,2.0,0,1,0,0.0,2,20714.0,1,0,1,0,0,1,0,0
2305,0,35.0,2,13.0,3,3.0,1,3.0,2.0,0,5,0,1.0,1,22347.0,1,1,0,0,1,0,1,0
2306,1,29.0,3,29.0,2,4.0,2,5.0,2.0,0,3,1,1.0,3,22336.0,1,0,1,0,0,1,0,0
2307,0,40.0,1,15.0,2,3.0,2,3.0,1.0,0,4,1,1.0,3,28499.0,0,0,0,1,0,0,0,1
2308,1,42.0,3,18.0,2,3.0,4,5.0,1.0,1,5,1,1.0,4,28758.0,0,0,1,0,1,0,1,0
2309,0,42.0,3,10.0,2,3.0,3,5.0,1.0,0,5,1,0.0,2,20155.0,1,0,0,1,1,0,1,0
2310,0,35.0,1,6.0,2,4.0,1,3.0,7.0,0,1,1,1.0,1,17258.0,1,0,0,1,1,1,0,0
2311,0,36.0,1,30.0,2,3.0,1,4.0,1.0,0,5,0,1.0,1,18597.0,1,0,0,1,1,0,1,0
2312,1,28.0,1,18.0,3,3.0,1,3.0,2.0,1,4,1,1.0,1,17515.0,1,0,1,0,0,1,0,0
2313,0,26.0,1,13.0,2,1.0,1,3.0,2.0,0,5,1,1.0,1,22347.0,1,0,0,1,1,1,0,0
2314,0,30.0,3,16.0,3,4.0,3,3.0,2.0,0,1,0,1.0,2,21578.0,1,0,0,1,1,1,0,0
2315,0,40.0,1,13.0,3,4.0,3,3.0,4.0,1,1,0,1.0,2,22347.0,0,0,0,1,0,1,0,0
2316,0,35.0,1,8.0,2,4.0,2,4.0,3.0,0,4,1,0.0,3,25274.0,1,0,1,0,1,1,0,0
2317,0,34.0,1,7.0,3,4.0,3,5.0,1.0,0,1,0,0.0,2,20343.0,0,0,0,1,1,0,1,0
2318,0,35.0,1,10.0,2,4.0,1,3.0,2.0,0,1,1,1.0,1,17376.0,0,0,1,0,1,1,0,0
2319,1,43.0,3,15.0,2,5.0,3,3.0,1.0,0,1,0,0.0,2,20346.0,1,0,0,1,0,0,1,0
2320,0,32.0,3,8.0,3,3.0,1,5.0,2.0,0,3,1,0.0,1,17827.0,0,0,1,0,0,1,0,0
2321,0,56.0,1,10.0,3,3.0,5,5.0,5.0,0,4,1,1.0,5,34943.0,1,1,0,0,0,1,0,0
2322,0,29.0,1,12.0,2,3.0,1,3.0,2.0,0,3,0,1.0,1,18131.0,1,0,0,1,0,1,0,0
2323,0,19.0,1,15.0,2,3.0,1,5.0,2.0,0,3,0,1.0,1,17552.0,1,0,1,0,1,0,1,0
2324,0,45.0,1,13.0,2,3.0,1,3.0,5.0,1,3,0,1.0,1,22347.0,1,0,0,1,0,1,0,0
2325,0,37.0,1,7.0,2,4.0,3,3.0,2.0,0,1,0,0.0,2,21474.0,1,0,1,0,0,1,0,0
2326,0,20.0,1,5.0,2,4.0,1,3.0,2.0,0,3,0,0.0,1,18033.0,1,0,1,0,1,0,1,0
2327,1,44.0,1,16.0,3,3.0,1,3.0,2.0,1,3,1,0.0,1,17936.0,1,0,1,0,1,0,1,0
2328,0,53.0,1,13.0,2,3.0,5,3.0,4.0,0,1,1,1.0,5,33606.0,1,0,0,1,0,1,0,0
2329,0,29.0,1,21.0,3,5.0,1,3.0,1.0,1,5,1,1.0,1,17168.0,1,0,1,0,0,1,0,0
2330,1,22.0,1,9.0,2,4.0,1,3.0,1.0,1,3,0,1.0,1,17853.0,0,0,1,0,1,1,0,0
2331,0,46.0,3,8.0,3,3.0,4,5.0,1.0,0,1,1,1.0,4,32048.0,1,0,0,1,0,1,0,0
2332,0,44.0,1,23.0,3,5.0,1,3.0,3.0,0,4,1,1.0,1,17290.0,0,0,1,0,1,0,1,0
2333,0,36.0,2,8.0,3,3.0,1,3.0,2.0,0,1,1,2.0,1,18600.0,1,0,1,0,1,1,0,0
2334,1,41.0,1,11.0,3,4.0,1,5.0,7.0,0,3,0,1.0,1,17107.0,0,0,1,0,1,1,0,0
2335,0,36.0,3,35.0,3,3.0,3,5.0,1.0,0,1,1,0.0,2,22347.0,1,0,1,0,1,1,0,0
2336,0,40.0,3,13.0,3,3.0,3,4.0,6.0,0,4,1,1.0,2,22347.0,0,0,0,1,1,1,0,0
2337,0,50.0,1,8.0,1,3.0,4,5.0,3.0,0,3,0,0.0,4,32856.0,0,0,0,1,0,1,0,0
2338,0,28.0,1,25.0,3,4.0,1,5.0,2.0,0,3,1,1.0,1,18196.0,1,0,0,1,1,1,0,0
2339,0,46.0,1,21.0,2,3.0,5,4.0,6.0,0,3,1,1.0,5,34081.0,1,0,1,0,1,1,0,0
2340,0,35.0,3,23.0,3,3.0,3,5.0,4.0,1,3,0,2.0,2,23966.0,1,0,1,0,1,1,0,0
2341,1,24.0,1,23.0,3,3.0,1,4.0,2.0,0,1,1,2.0,1,17210.0,1,0,1,0,0,1,0,0
2342,0,33.0,3,13.0,2,3.0,3,3.0,2.0,0,3,0,1.0,2,19539.0,0,0,0,1,0,1,0,0
2343,0,36.0,1,12.0,2,5.0,1,3.0,2.0,0,1,1,0.0,1,17741.0,1,0,1,0,1,1,0,0
2344,0,36.0,1,13.0,2,3.0,3,3.0,2.0,0,5,1,1.0,2,18491.0,1,0,1,0,1,1,0,0
2345,0,44.0,1,13.0,2,3.0,3,3.0,2.0,0,5,1,1.0,2,19541.0,1,0,1,0,1,0,1,0
2346,0,20.0,3,27.0,2,1.0,1,3.0,2.0,0,3,1,1.0,1,17678.0,1,0,0,1,1,0,1,0
2347,0,46.0,1,8.0,2,3.0,3,3.0,3.0,0,1,0,0.0,2,22379.0,1,1,0,0,1,1,0,0
2348,0,42.0,2,8.0,3,1.0,3,5.0,1.0,0,1,1,1.0,2,21272.0,0,0,0,1,1,1,0,0
2349,0,60.0,3,13.0,2,1.0,3,3.0,1.0,1,5,0,0.0,2,20220.0,1,0,0,1,1,1,0,0
2350,0,32.0,1,19.0,3,4.0,1,4.0,2.0,0,5,1,0.0,1,17743.0,0,0,1,0,0,1,0,0
2351,0,32.0,1,8.0,2,4.0,3,3.0,5.0,1,5,1,0.0,2,19998.0,0,0,1,0,0,0,1,0
2352,0,36.0,1,7.0,3,5.0,2,5.0,3.0,1,1,1,0.0,3,25252.0,1,1,0,0,0,1,0,0
2353,0,33.0,1,15.0,2,3.0,1,3.0,1.0,0,1,0,1.0,1,17781.0,1,0,0,1,1,1,0,0
2354,0,40.0,3,16.0,2,4.0,3,4.0,1.0,0,5,1,1.0,2,21852.0,1,1,0,0,0,1,0,0
2355,0,25.0,3,16.0,2,4.0,3,3.0,1.0,0,1,1,0.0,2,19950.0,1,0,1,0,1,0,1,0
2356,0,36.0,1,7.0,3,3.0,1,4.0,1.0,1,4,1,2.0,1,18579.0,1,0,0,1,1,1,0,0
2357,0,42.0,1,32.0,2,3.0,2,5.0,4.0,1,3,0,0.0,3,28191.0,0,0,0,1,0,1,0,0
2358,0,35.0,3,14.0,3,4.0,2,3.0,5.0,1,5,1,2.0,3,25377.0,0,0,0,1,0,1,0,0
2359,0,27.0,1,20.0,2,3.0,1,5.0,2.0,1,4,1,0.0,1,17235.0,1,0,1,0,1,1,0,0
2360,0,54.0,1,7.0,2,3.0,2,3.0,1.0,0,5,0,1.0,3,25502.0,0,0,1,0,0,1,0,0
2361,0,44.0,1,8.0,3,1.0,1,3.0,2.0,0,4,1,2.0,1,17011.0,1,0,1,0,0,1,0,0
2362,1,19.0,1,16.0,3,4.0,1,4.0,2.0,1,5,0,2.0,1,16859.0,0,0,0,1,0,0,1,0
2363,0,36.0,1,7.0,3,3.0,1,3.0,2.0,0,1,1,2.0,1,22347.0,1,0,1,0,0,1,0,0
2364,0,54.0,1,9.0,2,3.0,4,3.0,4.0,0,5,0,0.0,4,32779.0,1,0,1,0,1,1,0,0
2365,0,31.0,1,17.0,3,3.0,3,5.0,2.0,1,1,1,1.0,2,21833.0,1,0,0,1,1,1,0,0
2366,0,31.0,1,30.0,3,4.0,3,5.0,2.0,0,5,1,0.0,2,21812.0,1,0,0,1,0,0,0,1
2367,0,59.0,3,9.0,2,4.0,3,3.0,6.0,0,3,0,0.0,2,20171.0,1,0,1,0,0,0,1,0
2368,0,43.0,1,9.0,3,5.0,5,3.0,4.0,0,5,1,1.0,5,34740.0,1,0,1,0,1,1,0,0
2369,0,49.0,1,10.0,2,4.0,5,3.0,3.0,0,3,0,1.0,5,33711.0,1,0,0,1,1,1,0,0
2370,0,36.0,1,9.0,2,3.0,1,4.0,2.0,0,3,0,1.0,1,18692.0,0,1,0,0,1,1,0,0
2371,1,48.0,3,30.0,3,5.0,1,3.0,2.0,1,1,1,2.0,1,17559.0,0,0,1,0,1,0,1,0
2372,1,27.0,3,8.0,3,5.0,5,4.0,3.0,1,5,1,1.0,5,17517.0,1,0,0,1,0,0,1,0
2373,1,29.0,1,16.0,2,4.0,1,3.0,2.0,0,4,1,0.0,1,21623.0,0,0,1,0,0,0,0,1
2374,1,48.0,1,21.0,3,3.0,2,3.0,2.0,0,3,0,0.0,3,33265.0,1,0,0,1,0,1,0,0
2375,1,29.0,1,13.0,2,3.0,1,3.0,4.0,1,4,1,0.0,1,31124.0,1,1,0,0,0,1,0,0
2376,1,34.0,1,13.0,3,3.0,3,3.0,2.0,0,3,0,0.0,2,17585.0,1,0,1,0,1,1,0,0
2377,1,44.0,1,29.0,3,3.0,1,5.0,1.0,0,3,0,2.0,1,33213.0,1,0,0,1,1,0,1,0
2378,1,33.0,3,31.0,2,4.0,2,4.0,3.0,1,5,1,0.0,3,23380.0,1,0,0,1,1,0,0,1
2379,1,19.0,3,11.0,3,3.0,2,4.0,1.0,1,4,1,0.0,3,17994.0,1,0,1,0,1,0,1,0
2380,1,23.0,3,7.0,2,3.0,1,4.0,2.0,1,5,1,1.0,1,16223.0,0,0,1,0,0,0,1,0
2381,1,25.0,1,9.0,2,3.0,1,5.0,5.0,0,5,1,0.0,1,16118.0,1,0,1,0,1,1,0,0
2382,1,26.0,1,13.0,2,4.0,2,5.0,1.0,1,4,1,1.0,3,17875.0,1,0,0,1,0,1,0,0
2383,1,45.0,3,19.0,2,1.0,4,3.0,7.0,1,3,1,0.0,4,33824.0,1,0,0,1,1,0,1,0
2384,1,55.0,3,8.0,2,4.0,1,3.0,1.0,0,5,0,0.0,1,28577.0,0,0,1,0,0,0,1,0
2385,1,21.0,3,24.0,3,3.0,3,3.0,1.0,1,5,0,1.0,2,17625.0,0,0,0,1,0,1,0,0
2386,1,46.0,1,28.0,3,3.0,3,3.0,2.0,1,5,1,2.0,2,33789.0,1,0,0,1,1,1,0,0
2387,1,34.0,1,13.0,2,3.0,1,3.0,2.0,1,5,1,0.0,1,19538.0,1,0,1,0,0,0,1,0
2388,1,51.0,1,34.0,3,4.0,3,5.0,4.0,0,3,0,1.0,2,34847.0,0,0,1,0,1,0,1,0
2389,1,59.0,1,20.0,2,3.0,2,3.0,1.0,1,5,1,0.0,3,25512.0,0,0,1,0,0,0,0,1
2390,1,34.0,3,13.0,2,5.0,1,3.0,2.0,0,3,0,1.0,1,22347.0,0,0,1,0,0,0,1,0
2391,1,28.0,1,14.0,2,4.0,1,4.0,2.0,0,4,0,1.0,1,17154.0,1,0,1,0,0,0,1,0
2392,1,44.0,3,15.0,3,4.0,1,5.0,4.0,0,1,1,2.0,1,34190.0,1,0,1,0,1,1,0,0
2393,1,34.0,3,13.0,2,3.0,2,3.0,5.0,0,3,1,1.0,3,19490.0,1,0,0,1,1,1,0,0
2394,1,36.0,1,8.0,2,4.0,1,5.0,3.0,1,3,0,0.0,1,18506.0,0,0,1,0,0,0,1,0
2395,1,42.0,1,7.0,3,1.0,2,4.0,2.0,0,3,1,0.0,3,17372.0,0,0,1,0,0,0,1,0
2396,1,43.0,1,8.0,3,3.0,1,3.0,7.0,1,3,0,0.0,1,25231.0,0,0,1,0,1,1,0,0
2397,1,36.0,2,15.0,2,3.0,1,3.0,2.0,0,1,1,0.0,1,20410.0,1,1,0,0,0,1,0,0
2398,1,44.0,3,7.0,3,3.0,1,3.0,4.0,0,3,1,1.0,1,22978.0,0,1,0,0,1,1,0,0
2399,1,36.0,3,19.0,2,3.0,3,4.0,6.0,0,3,1,0.0,2,22347.0,0,1,0,0,0,0,1,0
2400,1,51.0,3,30.0,2,4.0,3,4.0,1.0,1,5,1,1.0,2,17838.0,1,0,0,1,0,0,1,0
2401,1,30.0,1,13.0,2,3.0,1,5.0,3.0,1,3,0,1.0,1,19695.0,0,0,0,1,1,0,1,0
2402,1,29.0,1,8.0,2,4.0,1,5.0,1.0,0,4,1,1.0,1,18339.0,0,0,0,1,1,0,1,0
2403,1,28.0,1,7.0,3,4.0,1,5.0,7.0,0,3,1,1.0,1,17080.0,1,1,0,0,1,0,1,0
2404,1,25.0,1,15.0,2,3.0,1,5.0,4.0,0,1,1,0.0,1,17096.0,1,0,1,0,1,0,1,0
2405,1,32.0,1,9.0,2,3.0,1,3.0,2.0,0,4,1,0.0,1,21209.0,0,0,1,0,0,0,1,0
2406,1,45.0,3,7.0,3,4.0,3,5.0,2.0,0,4,1,2.0,2,33061.0,1,0,1,0,1,1,0,0
2407,1,39.0,1,8.0,3,3.0,1,5.0,2.0,1,1,1,0.0,1,32123.0,1,0,1,0,0,1,0,0
2408,1,58.0,1,8.0,3,4.0,2,3.0,1.0,0,5,0,0.0,3,17372.0,1,1,0,0,0,1,0,0
2409,1,32.0,1,13.0,2,3.0,3,4.0,5.0,0,4,1,1.0,2,19883.0,1,0,0,1,1,1,0,0
2410,1,36.0,1,30.0,2,3.0,1,4.0,2.0,1,1,0,0.0,1,22347.0,1,0,0,1,1,1,0,0
2411,1,30.0,3,13.0,3,3.0,1,3.0,2.0,1,5,1,1.0,1,19627.0,0,0,0,1,0,0,1,0
2412,1,36.0,3,16.0,2,4.0,2,5.0,1.0,0,5,0,0.0,3,22094.0,1,0,0,1,1,1,0,0
2413,1,36.0,3,21.0,2,5.0,3,3.0,7.0,1,1,0,1.0,2,18423.0,1,0,0,1,1,1,0,0
2414,1,28.0,1,13.0,3,3.0,1,5.0,4.0,1,3,0,2.0,1,21674.0,1,0,1,0,1,0,0,1
2415,1,50.0,3,18.0,2,3.0,3,3.0,4.0,1,3,1,1.0,2,31880.0,0,0,1,0,1,0,1,0
2416,1,40.0,1,14.0,3,4.0,1,3.0,2.0,1,4,1,2.0,1,24094.0,1,0,0,1,1,0,0,1
2417,1,52.0,3,13.0,3,3.0,1,3.0,3.0,1,4,1,2.0,1,23446.0,0,0,0,1,0,1,0,0
2418,1,30.0,1,8.0,3,3.0,1,4.0,2.0,0,3,0,0.0,1,26916.0,1,0,1,0,1,0,0,1
2419,1,39.0,3,13.0,3,3.0,1,3.0,2.0,1,1,1,2.0,1,19534.0,1,0,1,0,1,1,0,0
2420,1,31.0,2,28.0,2,5.0,1,3.0,2.0,0,1,0,1.0,1,24852.0,1,0,1,0,1,1,0,0
2421,1,41.0,3,15.0,2,5.0,4,3.0,1.0,0,5,1,1.0,4,21151.0,0,0,1,0,1,1,0,0
2422,1,31.0,3,19.0,3,4.0,3,5.0,6.0,1,1,1,0.0,2,17302.0,1,0,0,1,1,1,0,0
2423,1,44.0,3,7.0,2,5.0,3,4.0,7.0,0,3,0,1.0,2,17362.0,1,0,1,0,1,0,1,0
2424,1,42.0,2,14.0,3,4.0,1,3.0,7.0,0,5,1,1.0,1,32861.0,0,0,1,0,0,1,0,0
2425,1,55.0,3,15.0,2,5.0,1,4.0,2.0,0,1,1,1.0,1,34187.0,1,0,0,1,0,0,1,0
2426,1,56.0,3,22.0,3,3.0,2,5.0,3.0,1,5,1,1.0,3,34717.0,1,0,1,0,0,0,1,0
2427,1,36.0,3,22.0,3,3.0,2,3.0,3.0,0,5,0,1.0,3,18544.0,1,0,0,1,1,1,0,0
2428,1,34.0,1,23.0,2,4.0,1,3.0,1.0,1,5,1,1.0,1,23500.0,0,1,0,0,1,1,0,0
2429,1,40.0,3,13.0,2,3.0,1,4.0,2.0,0,5,0,0.0,1,19661.0,1,0,0,1,1,0,1,0
2430,1,36.0,1,14.0,3,3.0,1,5.0,2.0,1,3,0,2.0,1,22347.0,1,0,0,1,0,1,0,0
2431,1,35.0,1,13.0,3,3.0,1,4.0,2.0,1,3,1,0.0,1,22347.0,0,0,0,1,1,1,0,0
2432,1,51.0,3,33.0,2,3.0,3,3.0,2.0,1,5,1,1.0,2,29026.0,1,0,1,0,1,0,1,0
2433,1,38.0,1,15.0,3,3.0,3,5.0,5.0,0,3,0,2.0,2,21893.0,0,0,1,0,1,1,0,0
2434,1,34.0,1,16.0,2,3.0,3,5.0,2.0,0,4,0,0.0,2,21125.0,1,0,0,1,1,0,1,0
2435,1,36.0,2,26.0,3,3.0,1,4.0,1.0,1,3,0,1.0,1,18669.0,1,0,0,1,0,1,0,0
2436,1,58.0,1,27.0,3,3.0,3,4.0,5.0,0,3,1,1.0,2,25008.0,1,0,0,1,0,1,0,0
2437,1,40.0,2,24.0,2,1.0,1,5.0,1.0,0,1,1,1.0,1,17387.0,1,0,1,0,1,1,0,0
2438,1,36.0,2,13.0,2,4.0,1,5.0,5.0,1,5,1,1.0,1,19639.0,1,0,1,0,1,1,0,0
2439,1,48.0,3,8.0,2,4.0,3,4.0,1.0,1,1,1,0.0,2,22898.0,1,0,0,1,1,0,0,1
2440,1,27.0,1,30.0,3,4.0,1,3.0,2.0,1,3,1,1.0,1,17534.0,0,0,1,0,1,0,1,0
2441,1,51.0,3,16.0,3,3.0,2,4.0,6.0,0,1,1,2.0,3,28142.0,1,0,1,0,0,1,0,0
2442,1,18.0,3,15.0,2,3.0,1,3.0,2.0,0,5,0,1.0,1,16611.0,1,0,0,1,1,0,1,0
2443,1,35.0,1,13.0,3,3.0,1,4.0,2.0,1,3,1,1.0,1,20363.0,1,0,1,0,1,0,1,0
2444,1,42.0,3,7.0,4,4.0,3,3.0,2.0,1,2,1,1.0,2,24671.0,1,0,1,0,0,0,0,1
2445,0,50.0,1,15.0,4,5.0,3,4.0,3.0,0,3,1,3.0,2,23808.0,0,0,1,0,1,0,0,0
2446,1,38.0,1,9.0,4,5.0,1,3.0,8.0,1,3,0,1.0,1,20768.0,1,0,0,0,1,0,1,0
2447,0,34.0,1,10.0,3,4.0,1,3.0,3.0,1,5,1,2.0,1,21587.0,0,0,1,0,0,0,0,0
2448,0,28.0,1,9.0,3,4.0,1,4.0,2.0,0,5,1,1.0,1,22146.0,1,0,0,1,1,0,0,0
2449,0,33.0,1,9.0,4,4.0,1,3.0,2.0,0,5,1,2.0,1,21746.0,0,0,1,0,1,0,0,1
2450,0,60.0,1,10.0,3,3.0,1,5.0,6.0,1,2,1,2.0,1,21348.0,1,0,0,1,0,0,0,0
2451,0,31.0,1,31.0,4,4.0,1,3.0,3.0,0,2,0,2.0,1,21371.0,1,0,1,0,1,1,0,0
2452,0,39.0,1,30.0,3,5.0,2,3.0,2.0,0,3,0,1.0,3,28204.0,0,0,1,0,1,0,0,1
2453,0,37.0,1,34.0,4,4.0,3,3.0,8.0,0,3,1,1.0,2,23915.0,1,0,0,1,1,0,0,0
2454,0,36.0,1,23.0,3,3.0,1,4.0,2.0,0,3,1,2.0,1,21104.0,1,0,0,1,1,0,0,0
2455,0,30.0,1,22.0,3,5.0,3,3.0,2.0,1,3,0,1.0,2,22871.0,1,0,1,0,0,0,0,1
2456,0,32.0,1,33.0,3,4.0,1,3.0,3.0,0,3,0,2.0,1,21589.0,1,0,1,0,1,1,0,0
2457,0,35.0,1,26.0,4,4.0,1,3.0,2.0,0,3,0,3.0,1,21339.0,1,0,0,1,1,1,0,0
2458,1,29.0,1,31.0,3,5.0,1,3.0,7.0,1,2,0,1.0,1,20706.0,1,0,1,0,1,0,1,0
2459,0,30.0,1,28.0,3,3.0,2,5.0,3.0,0,5,1,2.0,3,28658.0,1,0,1,0,0,1,0,0
2460,0,33.0,1,12.0,4,3.0,1,4.0,2.0,1,2,1,1.0,1,21976.0,1,0,1,0,1,1,0,0
2461,0,23.0,1,23.0,4,3.0,1,3.0,3.0,1,3,0,1.0,1,21613.0,0,0,0,1,1,1,0,0
2462,0,54.0,3,9.0,4,5.0,4,3.0,4.0,0,3,1,1.0,4,34105.0,1,0,1,0,0,0,0,0
2463,0,39.0,1,9.0,3,4.0,1,3.0,7.0,1,4,0,2.0,1,22622.0,1,0,1,0,1,0,0,1
2464,0,25.0,1,18.0,4,3.0,3,3.0,2.0,0,3,1,3.0,2,22689.0,0,0,1,0,0,1,0,0
2465,1,37.0,3,16.0,3,5.0,3,5.0,2.0,0,2,0,1.0,2,22085.0,1,0,1,0,1,0,0,1
2466,0,35.0,1,14.0,3,4.0,2,4.0,2.0,0,3,1,1.0,3,30672.0,1,0,1,0,0,0,1,0
2467,0,22.0,1,22.0,4,4.0,1,3.0,3.0,0,3,1,2.0,1,19910.0,1,0,1,0,1,0,1,0
2468,1,35.0,1,13.0,3,4.0,1,5.0,4.0,0,2,1,2.0,1,21638.0,1,0,0,1,1,0,0,1
2469,0,54.0,1,12.0,3,4.0,5,3.0,3.0,0,5,0,2.0,5,37772.0,1,0,1,0,0,1,0,0
2470,1,33.0,1,23.0,4,6.0,1,5.0,3.0,1,4,1,3.0,1,22597.0,0,0,1,0,0,0,0,1
2471,0,43.0,3,15.0,3,4.0,3,4.0,2.0,0,3,0,2.0,2,25503.0,1,0,0,1,1,0,0,0
2472,0,45.0,1,14.0,3,5.0,2,3.0,5.0,0,4,1,1.0,3,28926.0,1,0,0,1,0,0,0,0
2473,0,47.0,3,9.0,3,4.0,5,5.0,3.0,0,2,0,2.0,5,37625.0,1,0,0,1,0,0,1,0
2474,0,34.0,1,9.0,4,4.0,1,3.0,6.0,0,3,1,3.0,1,21174.0,1,0,0,1,1,0,1,0
2475,0,45.0,1,17.0,3,4.0,3,3.0,4.0,1,3,1,2.0,2,25143.0,1,0,1,0,1,0,0,0
2476,0,31.0,1,16.0,3,5.0,1,3.0,3.0,0,4,1,2.0,1,20884.0,1,0,0,1,1,0,1,0
2477,1,40.0,3,12.0,3,4.0,3,3.0,5.0,0,2,0,2.0,2,20764.0,1,1,0,0,1,0,0,0
2478,1,25.0,1,7.0,4,4.0,1,3.0,4.0,1,3,1,3.0,1,20971.0,1,0,0,1,1,0,0,0
2479,0,44.0,1,9.0,4,3.0,1,3.0,3.0,0,2,0,2.0,1,21323.0,1,0,0,1,0,1,0,0
2480,1,51.0,3,10.0,3,5.0,1,3.0,3.0,1,4,0,1.0,1,21361.0,1,0,0,1,1,0,0,0
2481,0,36.0,3,9.0,4,4.0,1,3.0,3.0,0,2,1,1.0,1,20692.0,1,0,0,1,0,0,0,0
2482,0,37.0,1,12.0,3,5.0,1,5.0,2.0,1,2,1,1.0,1,98678.0,1,0,1,0,0,0,0,0
2483,0,34.0,3,7.0,3,3.0,3,5.0,4.0,0,3,1,1.0,2,24054.0,0,0,1,0,0,0,0,0
2484,0,36.0,1,11.0,4,4.0,1,3.0,3.0,0,4,0,1.0,1,20629.0,1,0,1,0,1,1,0,0
2485,0,28.0,1,9.0,3,4.0,1,5.0,3.0,0,3,0,2.0,1,21019.0,1,0,1,0,0,1,0,0
2486,1,27.0,1,32.0,3,6.0,1,3.0,3.0,0,2,1,2.0,1,20971.0,1,0,1,0,1,0,1,0
2487,0,28.0,3,15.0,3,4.0,2,3.0,3.0,0,2,1,1.0,3,27404.0,0,0,1,0,1,0,0,1
2488,0,31.0,1,7.0,3,4.0,3,3.0,3.0,0,3,1,1.0,2,22689.0,0,0,0,1,0,0,0,1
2489,1,42.0,1,19.0,3,4.0,5,3.0,3.0,0,4,1,1.0,5,38223.0,1,1,0,0,0,0,0,0
2490,0,35.0,3,30.0,4,4.0,3,3.0,2.0,0,5,1,2.0,2,23246.0,0,0,0,1,1,0,0,1
2491,0,38.0,1,26.0,4,4.0,1,4.0,6.0,0,4,1,2.0,1,21700.0,1,0,1,0,1,0,0,0
2492,0,47.0,3,12.0,4,4.0,3,3.0,6.0,1,5,1,2.0,2,24450.0,0,0,0,1,1,0,0,1
2493,0,36.0,1,15.0,3,3.0,1,3.0,3.0,0,5,1,2.0,1,20947.0,1,0,1,0,1,0,0,0
2494,1,49.0,1,7.0,4,5.0,2,3.0,2.0,1,5,0,3.0,3,24059.0,1,0,1,0,1,0,0,1
2495,1,29.0,1,12.0,3,4.0,1,3.0,3.0,1,2,1,1.0,1,22119.0,1,1,0,0,1,0,0,1
2496,0,45.0,3,7.0,4,4.0,3,5.0,7.0,1,2,0,1.0,2,24132.0,1,0,0,1,0,1,0,0
2497,0,36.0,1,18.0,4,5.0,2,5.0,4.0,1,5,1,2.0,3,28562.0,0,0,0,1,1,0,0,0
